id_factura,id_cliente,periodo,id_plan,monto,fecha_vencimiento,fecha_pago,medio_pago
F533859,C5473,2025-03,P03,45323.89,2025-04-10,2025-04-10,Débito automático
F521185,C5372,2024-12,P01,24092.68,2025-01-10,2025-01-13,Débito automático
F571903,C1263,2026-01,P05,105841.95,2026-02-10,10/02/2026,Débito automático
F538705,C1647,2025-05,P03,48621.92,2025-06-10,2025-06-17,Efectivo / Sucursal
F585086,C1967,2026-04,P02,46627.92,2026-05-10,2026-05-10,Mercado Pago
F511969,C4546,2024-10,P04,56905.59,2024-11-10,2024-11-13,Transferencia
F571409,C5662,2025-12,P01,31171.48,2026-01-10,2026-01-10,Débito automático
F531122,C2518,2025-03,P01,23801.2,2025-04-10,,
F544672,C3668,2025-06,P03,50074.82,2025-07-10,2025-07-10,Débito automático
F551145,C1565,2025-08,P01,28230.79,2025-09-10,2025-09-10,Débito automático
F531361,C2774,2025-03,P02,33146.76,2025-04-10,2025-04-10,Mercado Pago
F506810,C3587,2024-09,P01,22551.35,2024-10-10,14/10/2024,Transferencia
F549864,C4856,2025-07,P03,48466.33,2025-08-10,2025-08-10,Débito automático
F516328,C4700,2024-11,P03,42414.29,2024-12-10,2024-12-10,Débito automático
F599467,C4549,2026-07,P03,65287.36,2026-08-10,2026-08-10,Tarjeta
F521795,C1599,2025-01,P01,23972.35,2025-02-10,2025-02-10,Débito automático
F551464,C1923,2025-08,P01,28767.41,2025-09-10,23/09/2025,Transferencia
F590631,C3697,2026-05,P02,46757.89,2026-06-10,,
F505394,C2159,2024-09,P05,75702.55,2024-10-10,2024-10-20,Transferencia
F555342,C1575,2025-09,P06,120856.02,2025-10-10,2025-10-10,Débito automático
F511751,C4322,2024-10,P02,29425.49,2024-11-10,,
F513463,C1745,2024-11,P02,29633.72,2024-12-10,2024-12-14,Efectivo / Sucursal
F501571,C2571,2024-08,P05,73978.48,2024-09-10,2024-09-18,Mercado Pago
F590577,C3628,2026-05,P01,33825.4,2026-06-10,2026-06-10,Débito automático
F522495,C2340,2025-01,P04,63484.81,2025-02-10,2025-02-12,Débito automático
F532985,C4538,2025-03,P03,47362.72,2025-04-10,2025-04-10,Mercado Pago
F573260,C2856,2026-01,P04,82677.42,2026-02-10,,
F541803,C5105,2025-05,P03,48291.62,2025-06-10,2025-06-20,Débito automático
F500929,C1929,2024-08,P02,29156.75,2024-09-10,10/09/2024,Efectivo / Sucursal
F582826,C4303,2026-03,P02,42952.13,2026-04-10,2026-04-10,Transferencia
F519377,C3492,2024-12,P01,24596.72,2025-01-10,2025-01-12,Transferencia
F504422,C1180,2024-09,P01,22011.76,2024-10-10,2024-10-10,Transferencia
F566294,C4566,2025-11,P01,28452.6,2025-12-10,2025-12-11,Débito automático
F509854,C2391,2024-10,P01,22630.53,2024-11-10,,
F597209,C1644,2026-07,P02,46810.67,2026-08-10,2026-08-10,Transferencia
F566399,C4692,2025-11,P01,28656.35,2025-12-10,2025-12-10,Transferencia
F569274,C3118,2025-12,P06,136831.06,2026-01-10,2026-01-10,Débito automático
F528727,C4477,2025-02,P01,23744.72,2025-03-10,2025-03-10,Débito automático
F512482,C5067,2024-10,P01,21142.96,2024-11-10,2024-11-18,Débito automático
F589485,C2277,2026-05,P06,148129.32,2026-06-10,2026-06-12,Débito automático
F580869,C1918,2026-03,P02,41759.93,2026-04-10,10/04/2026,Débito automático
F587508,C4971,2026-04,P02,45752.97,2026-05-10,2026-05-10,Débito automático
F556403,C2784,2025-09,P01,28999.33,2025-10-10,2025-10-10,Efectivo / Sucursal
F594646,C3587,2026-06,P01,32909.31,2026-07-10,2026-07-10,Transferencia
F558404,C5101,2025-09,P02,40311.6,2025-10-10,2025-10-10,Tarjeta
F525422,C5412,2025-01,P06,104667.12,2025-02-10,,
F546371,C5589,2025-06,P06,112282.57,2025-07-10,2025-07-10,Mercado Pago
F594124,C2920,2026-06,P01,33172.24,2026-07-10,2026-07-10,Débito automático
F556797,C3232,2025-09,P04,75800.81,2025-10-10,,
F553194,C3897,2025-08,P01,28847.3,2025-09-10,2025-09-10,Mercado Pago
F563358,C1136,2025-11,P01,28123.01,2025-12-10,2025-12-10,Transferencia
F529274,C5059,2025-02,P01,23455.85,2025-03-10,2025-03-11,Débito automático
F571108,C5311,2025-12,P02,42004.94,2026-01-10,2026-01-10,Mercado Pago
F599843,C5039,2026-07,P02,47816.03,2026-08-10,10/08/2026,Efectivo / Sucursal
F514045,C2349,2024-11,P01,22385.79,2024-12-10,2024-12-10,Mercado Pago
F586899,C4204,2026-04,P01,35317.47,2026-05-10,2026-05-10,Efectivo / Sucursal
F550707,C1082,2025-08,P03,52653.57,2025-09-10,2025-09-10,Débito automático
F568981,C2780,2025-12,P06,134728.33,2026-01-10,2026-01-14,Efectivo / Sucursal
F568026,C1668,2025-12,P06,129269.72,2026-01-10,,
F533132,C4695,2025-03,P05,82021.27,2025-04-10,,
F591495,C4819,2026-05,P02,48213.52,2026-06-10,10/06/2026,Mercado Pago
F598355,C3091,2026-07,P01,34452.53,2026-08-10,2026-08-10,Transferencia
F533255,C4827,2025-03,P02,33976.11,2025-04-10,10/04/2025,Débito automático
F528397,C4127,2025-02,P02,32505.64,2025-03-10,2025-03-10,Mercado Pago
F590917,C4068,2026-05,P04,86469.14,2026-06-10,2026-06-10,Débito automático
F591093,C4291,2026-05,P01,33988.32,2026-06-10,2026-06-10,Transferencia
F518093,C2155,2024-12,P02,33086.4,2025-01-10,2025-01-10,Transferencia
F544431,C3392,2025-06,P06,111285.88,2025-07-10,,
F590980,C4148,2026-05,P03,64399.25,2026-06-10,10/06/2026,Transferencia
F583157,C4719,2026-03,P05,102028.79,2026-04-10,2026-04-10,Débito automático
F590105,C3037,2026-05,P05,118967.76,2026-06-10,,
F592559,C6106,2026-05,P02,46190.0,2026-06-10,2026-06-10,Transferencia
F519853,C3996,2024-12,P02,33053.83,2025-01-10,17/01/2025,Efectivo / Sucursal
F522542,C2389,2025-01,P01,24565.93,2025-02-10,,
F512173,C4752,2024-10,P01,22612.31,2024-11-10,2024-11-10,Transferencia
F555749,C2037,2025-09,P02,39471.45,2025-10-10,22/10/2025,Transferencia
F587397,C4842,2026-04,P02,45569.62,2026-05-10,2026-05-10,Tarjeta
F507135,C3919,2024-09,P06,97063.04,2024-10-10,2024-10-13,Efectivo / Sucursal
F536781,C4132,2025-04,P03,48664.74,2025-05-10,2025-05-12,Efectivo / Sucursal
F573522,C3165,2026-01,P03,57688.85,2026-02-10,2026-02-10,Débito automático
F546808,C1401,2025-07,P01,25282.93,2025-08-10,,
F546318,C5536,2025-06,P01,26326.13,2025-07-10,2025-07-10,Mercado Pago
F537115,C4495,2025-04,P05,86870.9,2025-05-10,2025-05-11,Débito automático
F595137,C4217,2026-06,P02,47029.43,2026-07-10,2026-07-10,Efectivo / Sucursal
F569619,C3527,2025-12,P03,59653.88,2026-01-10,2026-01-10,Transferencia
F543422,C2275,2025-06,P06,117516.54,2025-07-10,22/07/2025,Débito automático
F500227,C1227,2024-08,P06,94724.71,2024-09-10,10/09/2024,Débito automático
F589451,C2237,2026-05,P06,143988.59,2026-06-10,2026-06-10,Débito automático
F592380,C5916,2026-05,P04,88317.84,2026-06-10,2026-06-19,Débito automático
F514819,C3148,2024-11,P03,41556.53,2024-12-10,2024-12-23,Débito automático
F542420,C1161,2025-06,P02,35403.87,2025-07-10,2025-07-15,Débito automático
F584944,C1799,2026-04,P05,113905.71,2026-05-10,18/05/2026,Débito automático
F516645,C5028,2024-11,P03,44551.92,2024-12-10,2024-12-10,Débito automático
F577681,C3122,2026-02,P03,59976.1,2026-03-10,,
F587049,C4399,2026-04,P03,63421.36,2026-05-10,2026-05-12,Mercado Pago
F563676,C1502,2025-11,P04,73690.78,2025-12-10,,
F585190,C2097,2026-04,P02,46166.92,2026-05-10,,
F514669,C2992,2024-11,P01,21609.48,2024-12-10,2024-12-10,Transferencia
F500981,C1981,2024-08,P01,21891.5,2024-09-10,2024-09-10,Mercado Pago
F599793,C4969,2026-07,P06,145427.04,2026-08-10,,
F589881,C2763,2026-05,P02,45439.81,2026-06-10,10/06/2026,Débito automático
F599148,C4127,2026-07,P02,46252.59,2026-08-10,2026-08-10,Tarjeta
F554551,C5470,2025-08,P02,38710.03,2025-09-10,,
F520087,C4240,2024-12,P02,32640.69,2025-01-10,2025-01-10,Débito automático
F552746,C3372,2025-08,P03,55832.88,2025-09-10,2025-09-10,Débito automático
F516607,C4988,2024-11,P02,30060.47,2024-12-10,2024-12-10,Transferencia
F511492,C4061,2024-10,P05,74338.0,2024-11-10,,
F598058,C2717,2026-07,P04,90601.05,2026-08-10,,
F543864,C2762,2025-06,P01,25767.9,2025-07-10,2025-07-11,Débito automático
F548160,C2913,2025-07,P06,114741.51,2025-08-10,,
F590628,C3693,2026-05,P04,91321.52,2026-06-10,2026-06-16,Débito automático
F566676,C5011,2025-11,P03,54978.43,2025-12-10,2025-12-11,Débito automático
F574747,C4644,2026-01,P05,104739.2,2026-02-10,2026-02-14,Débito automático
F595134,C4213,2026-06,P04,90389.2,2026-07-10,2026-07-10,Efectivo / Sucursal
F593865,C2601,2026-06,P02,46088.11,2026-07-10,10/07/2026,Tarjeta
F552469,C3057,2025-08,P01,29598.01,2025-09-10,10/09/2025,Débito automático
F552103,C2644,2025-08,P02,39680.66,2025-09-10,2025-09-20,Efectivo / Sucursal
F546325,C5543,2025-06,P05,88766.39,2025-07-10,2025-07-10,Débito automático
F502938,C3938,2024-08,P02,30096.25,2024-09-10,2024-09-10,Transferencia
F539248,C2250,2025-05,P06,112247.68,2025-06-10,2025-06-10,Transferencia
F500579,C1579,2024-08,P03,42110.26,2024-09-10,2024-09-10,Efectivo / Sucursal
F554002,C4829,2025-08,P01,29074.04,2025-09-10,2025-09-15,Débito automático
F545506,C4621,2025-06,P02,36164.35,2025-07-10,,
F534165,C1253,2025-04,P04,68483.51,2025-05-10,2025-05-13,Efectivo / Sucursal
F529875,C1178,2025-03,P02,32490.55,2025-04-10,2025-04-12,Débito automático
F512259,C4839,2024-10,P02,29728.47,2024-11-10,2024-11-13,Mercado Pago
F557946,C4571,2025-09,P04,73352.39,2025-10-10,2025-10-10,Tarjeta
F513736,C2026,2024-11,P01,21421.57,2024-12-10,2024-12-10,Transferencia
F571457,C5713,2025-12,P02,42617.55,2026-01-10,,
F535097,C2273,2025-04,P03,49062.28,2025-05-10,2025-05-10,Débito automático
F593187,C1749,2026-06,P06,152614.13,2026-07-10,2026-07-10,Transferencia
F516825,C5211,2024-11,P01,22256.52,2024-12-10,,
F584164,C5925,2026-03,P06,135350.98,2026-04-10,2026-04-10,Efectivo / Sucursal
F587612,C5107,2026-04,P04,90116.48,2026-05-10,12/05/2026,Efectivo / Sucursal
F504338,C1096,2024-09,P01,22307.32,2024-10-10,2024-10-10,Débito automático
F597092,C1494,2026-07,P03,63393.46,2026-08-10,10/08/2026,Débito automático
F590440,C3470,2026-05,P03,63262.9,2026-06-10,2026-06-25,Débito automático
F548780,C3612,2025-07,P03,50622.83,2025-08-10,2025-08-10,Débito automático
F511720,C4291,2024-10,P01,21375.59,2024-11-10,2024-11-10,Débito automático
F566560,C4870,2025-11,P01,28820.81,2025-12-10,2025-12-10,Débito automático
F544600,C3587,2025-06,P01,26397.15,2025-07-10,2025-07-10,Débito automático
F508910,C1428,2024-10,P02,30471.27,2024-11-10,2024-11-10,Tarjeta
F561635,C3997,2025-10,P02,38260.79,2025-11-10,2025-11-10,Mercado Pago
F557864,C4474,2025-09,P03,54311.0,2025-10-10,,
F510206,C2746,2024-10,P03,41639.85,2024-11-10,2024-11-24,Mercado Pago
F530004,C1315,2025-03,P03,45507.06,2025-04-10,,
F574731,C4622,2026-01,P02,43057.58,2026-02-10,2026-02-10,Mercado Pago
F500805,C1805,2024-08,P02,30233.81,2024-09-10,2024-09-10,Débito automático
F508960,C1478,2024-10,P02,30427.38,2024-11-10,2024-11-10,Transferencia
F582113,C3432,2026-03,P04,82445.84,2026-04-10,2026-04-10,Débito automático
F591114,C4316,2026-05,P01,33809.02,2026-06-10,2026-06-10,Mercado Pago
F558417,C5116,2025-09,P02,37978.0,2025-10-10,,
F530158,C1480,2025-03,P04,64891.19,2025-04-10,10/04/2025,Débito automático
F520161,C4316,2024-12,P01,23366.36,2025-01-10,2025-01-10,Transferencia
F508547,C1059,2024-10,P02,29788.75,2024-11-10,2024-11-13,Débito automático
F516987,C1004,2024-12,P02,32183.81,2025-01-10,2025-01-10,Débito automático
F500467,C1467,2024-08,P01,21801.6,2024-09-10,2024-09-19,Débito automático
F511688,C4259,2024-10,P05,73939.38,2024-11-10,2024-11-23,Transferencia
F556387,C2763,2025-09,P02,37579.7,2025-10-10,2025-10-10,Débito automático
F560675,C2870,2025-10,P04,73791.86,2025-11-10,2025-11-10,Débito automático
F524469,C4424,2025-01,P02,33631.97,2025-02-10,2025-02-10,Efectivo / Sucursal
F562520,C5025,2025-10,P03,55636.29,2025-11-10,2025-11-10,Transferencia
F502997,C3997,2024-08,P02,30150.12,2024-09-10,2024-09-25,Débito automático
F532184,C3665,2025-03,P04,64316.41,2025-04-10,2025-04-10,Mercado Pago
F583852,C5583,2026-03,P01,30467.1,2026-04-10,2026-04-10,Mercado Pago
F543448,C2305,2025-06,P01,26145.3,2025-07-10,,
F585685,C2704,2026-04,P06,149714.28,2026-05-10,2026-05-13,Mercado Pago
F505855,C2623,2024-09,P02,29615.97,2024-10-10,2024-10-10,Mercado Pago
F573558,C3209,2026-01,P03,57862.18,2026-02-10,,
F591625,C4975,2026-05,P01,34164.1,2026-06-10,,
F539558,C2585,2025-05,P06,113240.24,2025-06-10,2025-06-10,Débito automático
F563693,C1520,2025-11,P01,28951.74,2025-12-10,2025-12-10,Débito automático
F552586,C3189,2025-08,P01,29531.44,2025-09-10,2025-09-10,Mercado Pago
F591717,C5097,2026-05,P01,34467.83,2026-06-10,,
F594405,C3275,2026-06,P01,33175.61,2026-07-10,2026-07-12,Transferencia
F554991,C1187,2025-09,P05,97897.9,2025-10-10,2025-10-10,Transferencia
F559706,C1762,2025-10,P01,28062.0,2025-11-10,,
F506139,C2909,2024-09,P01,21847.53,2024-10-10,2024-10-10,Efectivo / Sucursal
F533737,C5346,2025-03,P05,84105.58,2025-04-10,10/04/2025,Débito automático
F559103,C1083,2025-10,P02,38014.82,2025-11-10,10/11/2025,Débito automático
F560644,C2834,2025-10,P01,28430.33,2025-11-10,2025-11-10,Débito automático
F559944,C2035,2025-10,P06,121085.91,2025-11-10,2025-11-10,Débito automático
F564516,C2480,2025-11,P02,37947.52,2025-12-10,2025-12-16,Débito automático
F500279,C1279,2024-08,P02,30409.16,2024-09-10,2024-09-13,Débito automático
F515520,C3872,2024-11,P02,29564.65,2024-12-10,,
F591894,C5333,2026-05,P02,46870.53,2026-06-10,2026-06-12,Débito automático
F591369,C4661,2026-05,P03,64480.88,2026-06-10,2026-06-12,Efectivo / Sucursal
F512270,C4850,2024-10,P04,58873.09,2024-11-10,2024-11-11,Transferencia
F527253,C2895,2025-02,P01,23962.27,2025-03-10,,
F570711,C4835,2025-12,P02,42699.89,2026-01-10,10/01/2026,Débito automático
F593946,C2697,2026-06,P04,86854.58,2026-07-10,2026-07-10,Transferencia
F572185,C1584,2026-01,P03,59852.77,2026-02-10,2026-02-10,Efectivo / Sucursal
F579148,C4906,2026-02,P03,58029.23,2026-03-10,2026-03-13,Tarjeta
F511944,C4520,2024-10,P02,30444.74,2024-11-10,2024-11-10,Transferencia
F511864,C4439,2024-10,P01,21822.05,2024-11-10,2024-11-18,Transferencia
F573284,C2887,2026-01,P03,57685.6,2026-02-10,10/02/2026,Mercado Pago
F555650,C1921,2025-09,P02,39570.94,2025-10-10,2025-10-10,Transferencia
F555336,C1568,2025-09,P05,99092.8,2025-10-10,2025-10-10,Débito automático
F509690,C2225,2024-10,P06,94963.32,2024-11-10,2024-11-10,Tarjeta
F519125,C3227,2024-12,P02,32299.27,2025-01-10,26/01/2025,Débito automático
F541016,C4224,2025-05,P02,35495.79,2025-06-10,,
F543487,C2347,2025-06,P04,69809.3,2025-07-10,,
F538451,C1371,2025-05,P02,35620.33,2025-06-10,2025-06-11,Débito automático
F509980,C2518,2024-10,P01,22745.57,2024-11-10,2024-11-16,Transferencia
F570066,C4068,2025-12,P04,80674.55,2026-01-10,10/01/2026,Transferencia
F598307,C3029,2026-07,P05,113419.2,2026-08-10,2026-08-11,Tarjeta
F587525,C4994,2026-04,P02,46251.83,2026-05-10,2026-05-15,Mercado Pago
F542980,C1778,2025-06,P02,34128.98,2025-07-10,2025-08-05,Débito automático
F567794,C1402,2025-12,P01,31696.22,2026-01-10,2026-01-10,Transferencia
F537320,C4721,2025-04,P01,26564.76,2025-05-10,2025-05-10,Efectivo / Sucursal
F523063,C2931,2025-01,P01,23941.44,2025-02-10,2025-02-10,Mercado Pago
F514196,C2505,2024-11,P01,21981.01,2024-12-10,2024-12-10,Efectivo / Sucursal
F551795,C2307,2025-08,P01,28599.19,2025-09-10,2025-09-10,Débito automático
F591111,C4310,2026-05,P04,88840.01,2026-06-10,2026-06-10,Mercado Pago
F521496,C1286,2025-01,P06,104048.71,2025-02-10,13/02/2025,Transferencia
F571249,C5487,2025-12,P01,30282.69,2026-01-10,2026-01-10,Débito automático
F588681,C1280,2026-05,P02,46927.89,2026-06-10,,
F534560,C1681,2025-04,P01,25720.68,2025-05-10,2025-05-14,Transferencia
F583239,C4820,2026-03,P03,56899.22,2026-04-10,2026-04-10,Transferencia
F554403,C5294,2025-08,P05,96109.91,2025-09-10,2025-09-20,Transferencia
F555743,C2030,2025-09,P01,28235.9,2025-10-10,10/10/2025,Transferencia
F580945,C2009,2026-03,P02,42609.52,2026-04-10,10/04/2026,Débito automático
F572908,C2452,2026-01,P03,58300.01,2026-02-10,17/02/2026,Efectivo / Sucursal
F504080,C5080,2024-08,P02,30677.43,2024-09-10,2024-09-10,Efectivo / Sucursal
F556460,C2846,2025-09,P03,55240.07,2025-10-10,10/10/2025,Transferencia
F521565,C1362,2025-01,P05,80926.42,2025-02-10,2025-02-14,Débito automático
F564683,C2659,2025-11,P03,55783.15,2025-12-10,2025-12-10,Débito automático
F514614,C2935,2024-11,P05,75858.36,2024-12-10,10/12/2024,Transferencia
F512643,C5231,2024-10,P03,42035.59,2024-11-10,2024-11-10,Transferencia
F554750,C5679,2025-08,P03,56011.77,2025-09-10,2025-09-10,Tarjeta
F570743,C4868,2025-12,P04,84744.64,2026-01-10,2026-01-12,Débito automático
F542124,C5466,2025-05,P06,113889.76,2025-06-10,10/06/2025,Efectivo / Sucursal
F515273,C3615,2024-11,P04,59178.09,2024-12-10,,
F600273,C5597,2026-07,P03,64856.2,2026-08-10,2026-08-12,Débito automático
F518975,C3071,2024-12,P05,77629.58,2025-01-10,2025-01-10,Mercado Pago
F596007,C5360,2026-06,P04,88698.07,2026-07-10,10/07/2026,Transferencia
F541536,C4804,2025-05,P03,49571.13,2025-06-10,2025-06-10,Débito automático
F551253,C1688,2025-08,P02,38794.16,2025-09-10,10/09/2025,Débito automático
F589733,C2584,2026-05,P03,64846.78,2026-06-10,2026-06-17,Transferencia
F578418,C4022,2026-02,P02,43048.89,2026-03-10,2026-03-12,Efectivo / Sucursal
F597988,C2623,2026-07,P02,46004.74,2026-08-10,,
F559605,C1649,2025-10,P03,52735.81,2025-11-10,2025-11-10,Mercado Pago
F536040,C3298,2025-04,P01,26617.61,2025-05-10,2025-05-10,Efectivo / Sucursal
F521905,C1714,2025-01,P03,45889.01,2025-02-10,26/02/2025,Débito automático
F537177,C4566,2025-04,P01,26729.16,2025-05-10,2025-05-10,Mercado Pago
F562689,C5221,2025-10,P03,53907.15,2025-11-10,2025-11-10,Efectivo / Sucursal
F591559,C4889,2026-05,P05,118496.52,2026-06-10,2026-06-17,Transferencia
F548948,C3811,2025-07,P01,27198.64,2025-08-10,10/08/2025,Efectivo / Sucursal
F502169,C3169,2024-08,P02,29573.33,2024-09-10,10/09/2024,Débito automático
F554451,C5352,2025-08,P04,77820.09,2025-09-10,2025-09-10,Efectivo / Sucursal
F569019,C2820,2025-12,P01,30521.37,2026-01-10,2026-01-18,Transferencia
F561124,C3389,2025-10,P02,38200.2,2025-11-10,2025-11-10,Efectivo / Sucursal
F546211,C5417,2025-06,P02,35909.88,2025-07-10,10/07/2025,Débito automático
F569348,C3208,2025-12,P06,135189.08,2026-01-10,2026-01-10,Transferencia
F508267,C5060,2024-09,P02,30879.98,2024-10-10,2024-10-18,Débito automático
F548623,C3435,2025-07,P02,36410.57,2025-08-10,2025-08-10,Tarjeta
F521968,C1781,2025-01,P02,32182.82,2025-02-10,2025-02-10,Débito automático
F582277,C3620,2026-03,P04,81523.87,2026-04-10,,
F593788,C2511,2026-06,P05,114915.69,2026-07-10,2026-07-10,Efectivo / Sucursal
F584049,C5801,2026-03,P06,134549.67,2026-04-10,2026-04-10,Efectivo / Sucursal
F575056,C5011,2026-01,P03,58314.94,2026-02-10,2026-02-10,Mercado Pago
F558157,C4814,2025-09,P01,28199.94,2025-10-10,10/10/2025,Mercado Pago
F556676,C3094,2025-09,P01,29056.63,2025-10-10,12/10/2025,Débito automático
F549054,C3941,2025-07,P03,51605.45,2025-08-10,10/08/2025,Efectivo / Sucursal
F543603,C2478,2025-06,P04,72954.14,2025-07-10,2025-07-10,Débito automático
F514882,C3213,2024-11,P04,55966.16,2024-12-10,2024-12-10,Débito automático
F575457,C5510,2026-01,P02,42403.12,2026-02-10,2026-02-10,Efectivo / Sucursal
F538443,C1363,2025-05,P04,66746.76,2025-06-10,16/06/2025,Mercado Pago
F502663,C3663,2024-08,P02,29897.23,2024-09-10,20/09/2024,Efectivo / Sucursal
F574680,C4561,2026-01,P02,40829.69,2026-02-10,2026-02-21,Mercado Pago
F582813,C4289,2026-03,P04,80036.49,2026-04-10,2026-04-10,Efectivo / Sucursal
F516421,C4794,2024-11,P02,29952.34,2024-12-10,,
F587533,C5006,2026-04,P05,120478.54,2026-05-10,2026-05-10,Débito automático
F546263,C5477,2025-06,P03,50666.27,2025-07-10,19/07/2025,Transferencia
F578848,C4550,2026-02,P01,29664.61,2026-03-10,2026-03-10,Débito automático
F585852,C2905,2026-04,P03,65179.65,2026-05-10,,
F549637,C4608,2025-07,P06,110058.93,2025-08-10,2025-08-10,Transferencia
F560408,C2569,2025-10,P06,123127.09,2025-11-10,2025-11-15,Débito automático
F580851,C1898,2026-03,P02,42508.56,2026-04-10,2026-04-10,Efectivo / Sucursal
F532831,C4371,2025-03,P01,24151.93,2025-04-10,2025-04-10,Débito automático
F543534,C2399,2025-06,P03,49948.38,2025-07-10,,
F539050,C2025,2025-05,P04,68792.9,2025-06-10,2025-06-10,Débito automático
F509846,C2383,2024-10,P03,40912.13,2024-11-10,10/11/2024,Débito automático
F552297,C2865,2025-08,P04,72134.81,2025-09-10,2025-09-10,Débito automático
F533991,C1068,2025-04,P01,25729.46,2025-05-10,2025-05-10,Efectivo / Sucursal
F550528,C5606,2025-07,P03,50103.09,2025-08-10,,
F537825,C5279,2025-04,P06,112805.64,2025-05-10,2025-05-10,Transferencia
F527954,C3642,2025-02,P06,106646.61,2025-03-10,2025-03-10,Débito automático
F570760,C4886,2025-12,P01,31565.88,2026-01-10,2026-01-10,Efectivo / Sucursal
F540347,C3460,2025-05,P04,69848.79,2025-06-10,2025-06-10,Transferencia
F564696,C2674,2025-11,P03,55517.71,2025-12-10,10/12/2025,Efectivo / Sucursal
F531072,C2466,2025-03,P04,63043.52,2025-04-10,2025-04-10,Tarjeta
F541767,C5064,2025-05,P01,25940.1,2025-06-10,,
F581035,C2118,2026-03,P04,82290.59,2026-04-10,12/04/2026,Débito automático
F504689,C1449,2024-09,P03,42171.43,2024-10-10,10/10/2024,Efectivo / Sucursal
F569465,C3344,2025-12,P03,59654.32,2026-01-10,2026-01-10,Tarjeta
F564614,C2585,2025-11,P06,122605.6,2025-12-10,2025-12-10,Transferencia
F522289,C2122,2025-01,P06,104039.67,2025-02-10,2025-02-10,Débito automático
F572610,C2090,2026-01,P06,133235.95,2026-02-10,,
F598152,C2835,2026-07,P06,142419.58,2026-08-10,10/08/2026,Débito automático
