id_ticket,id_cliente,fecha_apertura,fecha_cierre,categoria,canal,prioridad,satisfaccion
T912050,C4488,2025-04-07 20:00:00,2025-04-08 11:00:41,Sin conexión,Telefónico,Media,
T911819,C3514,2025-04-10 14:00:00,2025-04-11 09:31:16,Conexión lenta / intermitencia,WhatsApp,Media,5.0
T914315,C4741,2025-06-10 12:00:00,2025-06-12 05:05:28,Conexión lenta / intermitencia,Telefónico,Baja,
T905815,C3906,2024-12-27 12:00:00,2024-12-28 01:19:23,Sin conexión,WhatsApp,Media,
T930210,C1402,2026-07-07 13:00:00,2026-07-09 14:46:19,Cambio de plan,Telefónico,Media,3.0
T919486,C2454,2025-11-29 10:00:00,2025-11-30 16:23:20,Instalación,Portal web,Baja,4.0
T909145,C3476,2025-02-14 15:00:00,2025-02-19 02:53:28,Conexión lenta / intermitencia,Telefónico,Media,1.0
T913605,C1828,2025-06-19 17:00:00,2025-06-20 06:41:55,Conexión lenta / intermitencia,WhatsApp,Media,
T929154,C1718,2026-06-04 19:00:00,2026-06-05 17:44:43,Facturación,Telefónico,Baja,4.0
T909189,C3605,2025-02-27 20:00:00,2025-02-28 09:14:54,Consulta comercial,Telefónico,Alta,5.0
T916198,C3245,2025-08-19 19:00:00,2025-08-21 17:18:32,Consulta comercial,Email,Baja,3.0
T900211,C1708,2024-08-29 16:00:00,2024-08-31 10:17:19,Consulta comercial,Telefónico,Baja,
T914132,C3959,2025-06-09 10:00:00,2025-06-09 22:58:00,Consulta comercial,Telefónico,Media,
T914317,C4759,2025-06-25 20:00:00,2025-06-26 14:07:19,Sin conexión,Telefónico,Media,3.0
T901248,C1430,2024-09-22 12:00:00,2024-09-23 11:54:45,Consulta comercial,Telefónico,Media,
T919480,C2424,2025-11-06 20:00:00,2025-11-07 20:27:50,Instalación,WhatsApp,Media,5.0
T903428,C1058,2024-11-17 10:00:00,2024-11-18 13:07:29,Instalación,Portal web,Baja,5.0
T916690,C5384,2025-08-11 20:00:00,2025-08-13 06:49:15,Facturación,Telefónico,Media,4.0
T905486,C3117,2024-12-29 17:00:00,2024-12-30 11:13:56,WiFi / equipos,Portal web,Media,
T920290,C1058,2025-12-15 08:00:00,2025-12-17 18:00:00,WiFi / equipos,Portal web,Media,3.0
T904344,C4373,2024-11-19 19:00:00,2024-11-20 23:25:03,Sin conexión,Portal web,Baja,
T905747,C3725,2024-12-17 10:00:00,2024-12-18 14:09:18,Conexión lenta / intermitencia,Email,Media,
T927146,C2956,2026-04-17 18:00:00,2026-04-18 08:34:17,Conexión lenta / intermitencia,Portal web,Media,
T920124,C5331,2025-11-05 17:00:00,2025-11-06 23:37:09,Facturación,WhatsApp,Baja,
T908142,C5312,2025-01-20 17:00:00,2025-01-23 00:44:29,Sin conexión,Portal web,Baja,3.0
T926053,C3255,2026-03-02 17:00:00,2026-03-03 06:14:14,Sin conexión,Telefónico,Media,
T913119,C4420,2025-05-21 10:00:00,2025-05-22 11:29:15,Sin conexión,Sucursal,Media,1.0
T904348,C4388,2024-11-25 09:00:00,2024-12-03 20:10:31,Sin conexión,Email,Baja,
T911263,C1279,2025-04-01 19:00:00,2025-04-02 04:58:13,Sin conexión,Email,Alta,5.0
T916415,C4156,2025-08-18 13:00:00,2025-08-21 06:04:42,Sin conexión,Sucursal,Baja,3.0
T902857,C3168,2024-10-11 17:00:00,2024-10-12 16:32:04,Consulta comercial,Portal web,Baja,4.0
T925025,C4471,2026-02-16 15:00:00,2026-02-17 09:08:55,Corte programado,Telefónico,Media,
T906535,C1268,2025-01-06 08:00:00,2025-01-10 13:05:28,Sin conexión,WhatsApp,Baja,
T900625,C3262,2024-08-30 16:00:00,2024-08-30 22:26:09,Consulta comercial,WhatsApp,Media,5.0
T903395,C5229,2024-10-11 09:00:00,2024-10-12 19:53:02,Conexión lenta / intermitencia,Email,Media,3.0
T907432,C3426,2025-01-30 20:00:00,2025-01-31 14:59:35,Sin conexión,Email,Alta,
T915221,C3771,2025-07-14 17:00:00,2025-07-17 04:13:10,Facturación,Portal web,Baja,
T926328,C4509,2026-03-12 16:00:00,2026-03-13 12:03:43,Cambio de plan,Portal web,Media,
T920155,C5431,2025-11-30 11:00:00,2025-11-30 18:10:10,Corte programado,Telefónico,Media,
T912310,C1022,2025-05-10 20:00:00,2025-05-11 15:19:12,Sin conexión,Sucursal,Media,
T901123,C5197,2024-08-02 15:00:00,2024-08-03 10:20:22,Conexión lenta / intermitencia,Portal web,Media,3.0
T902981,C3603,2024-10-25 18:00:00,2024-10-28 02:49:25,Cambio de plan,WhatsApp,Baja,3.0
T914453,C5270,2025-06-29 10:00:00,2025-06-29 13:06:28,Conexión lenta / intermitencia,Telefónico,Alta,5.0
T923675,C5623,2026-01-25 15:00:00,2026-01-28 20:25:41,Conexión lenta / intermitencia,Portal web,Baja,4.0
T915047,C2947,2025-07-01 11:00:00,2025-07-01 15:12:02,WiFi / equipos,Telefónico,Media,4.0
T922138,C1366,2026-01-14 20:00:00,2026-01-19 20:40:21,Conexión lenta / intermitencia,Sucursal,Baja,
T915202,C3682,2025-07-26 13:00:00,2025-07-27 03:15:29,Sin conexión,WhatsApp,Media,
T920161,C5453,2025-11-15 18:00:00,2025-11-17 15:15:12,Conexión lenta / intermitencia,Sucursal,Baja,4.0
T916426,C4179,2025-08-06 19:00:00,2025-08-07 19:32:30,Sin conexión,Telefónico,Baja,4.0
T925303,C5295,2026-02-24 16:00:00,2026-03-01 00:12:48,Consulta comercial,Portal web,Baja,
T920382,C1307,2025-12-01 20:00:00,2025-12-05 17:12:18,Conexión lenta / intermitencia,WhatsApp,Media,
T909888,C5314,2025-02-10 11:00:00,2025-02-10 23:44:35,WiFi / equipos,Telefónico,Alta,5.0
T925673,C1536,2026-03-28 13:00:00,2026-03-29 09:18:56,Corte programado,Portal web,Baja,
T917441,C3539,2025-09-30 10:00:00,2025-10-01 07:50:57,Facturación,Telefónico,Baja,
T906597,C1411,2025-01-16 10:00:00,2025-01-20 13:09:25,Facturación,WhatsApp,Baja,
T904514,C5031,2024-11-07 15:00:00,2024-11-08 08:54:46,Sin conexión,Telefónico,Media,3.0
T921341,C4068,2025-12-18 17:00:00,2025-12-18 22:38:42,Conexión lenta / intermitencia,WhatsApp,Media,5.0
T914362,C4896,2025-06-12 12:00:00,2025-06-13 08:00:16,Sin conexión,WhatsApp,Media,5.0
T923986,C1466,2026-02-14 15:00:00,2026-02-15 15:11:49,Sin conexión,Sucursal,Alta,4.0
T906368,C5258,2024-12-30 15:00:00,2024-12-31 11:29:32,Sin conexión,Email,Media,
T900730,C3686,2024-08-12 17:00:00,2024-08-13 08:19:01,Sin conexión,Telefónico,Media,4.0
T920988,C3077,2025-12-28 10:00:00,2026-01-04 06:39:02,Facturación,Telefónico,Baja,2.0
T917240,C2775,2025-09-18 10:00:00,2025-09-21 17:19:51,Conexión lenta / intermitencia,Telefónico,Baja,
T915338,C4273,2025-07-10 20:00:00,2025-07-11 15:34:03,Conexión lenta / intermitencia,Email,Baja,3.0
T916067,C2717,2025-08-04 08:00:00,2025-08-05 14:00:32,Conexión lenta / intermitencia,Sucursal,Media,4.0
T901198,C1255,2024-09-15 10:00:00,2024-09-15 14:56:04,Sin conexión,Telefónico,Alta,
T908011,C4967,2025-01-04 17:00:00,2025-01-07 15:49:13,Conexión lenta / intermitencia,Telefónico,Media,2.0
T912038,C4427,2025-04-16 09:00:00,2025-04-18 18:31:48,Sin conexión,Telefónico,Media,
T927982,C1639,2026-05-06 16:00:00,2026-05-07 18:06:57,Cambio de plan,Sucursal,Baja,3.0
T923233,C4352,2026-01-14 09:00:00,2026-01-15 03:28:31,Facturación,Telefónico,Media,
T908427,C1639,2025-02-10 17:00:00,2025-02-11 05:31:04,Conexión lenta / intermitencia,Portal web,Alta,
T911880,C3738,2025-04-24 16:00:00,2025-04-26 18:49:07,Facturación,WhatsApp,Baja,
T920358,C1245,2025-12-14 09:00:00,2025-12-17 13:26:36,Facturación,Sucursal,Baja,
T921526,C4592,2025-12-16 17:00:00,2025-12-16 22:29:31,WiFi / equipos,Telefónico,Media,5.0
T913041,C4083,2025-05-10 18:00:00,2025-05-11 23:50:17,Sin conexión,Telefónico,Media,
T923798,C5954,2026-01-19 13:00:00,2026-01-19 19:54:53,Conexión lenta / intermitencia,Telefónico,Media,5.0
T900458,C2600,2024-08-04 20:00:00,2024-08-06 22:13:30,Cambio de plan,WhatsApp,Baja,3.0
T930335,C2072,2026-07-02 10:00:00,2026-07-02 17:41:36,Conexión lenta / intermitencia,Portal web,Alta,5.0
T904548,C5144,2024-11-15 18:00:00,2024-11-16 13:31:44,Sin conexión,Portal web,Media,4.0
T910952,C4668,2025-03-01 12:00:00,2025-03-03 02:55:24,Cambio de plan,Telefónico,Baja,
T925487,C5852,2026-02-25 20:00:00,2026-02-26 04:54:28,WiFi / equipos,WhatsApp,Media,4.0
T923335,C4659,2026-01-28 17:00:00,2026-01-29 06:54:56,Corte programado,Telefónico,Media,5.0
T903190,C4436,2024-10-18 16:00:00,2024-10-19 05:52:10,Sin conexión,WhatsApp,Media,4.0
T918077,C1449,2025-10-30 18:00:00,2025-10-30 20:51:18,Sin conexión,Sucursal,Alta,
T909251,C3774,2025-02-28 09:00:00,2025-03-01 07:37:23,Cambio de plan,Telefónico,Baja,4.0
T900897,C4297,2024-08-24 16:00:00,2024-08-26 13:15:56,Facturación,WhatsApp,Media,
T918998,C5194,2025-10-16 12:00:00,2025-10-18 14:07:34,WiFi / equipos,Telefónico,Media,3.0
T923403,C4858,2026-01-05 20:00:00,2026-01-07 21:09:11,Sin conexión,WhatsApp,Media,3.0
T916197,C3238,2025-08-27 15:00:00,2025-08-28 03:34:07,Facturación,Telefónico,Baja,5.0
T928447,C3690,2026-05-16 16:00:00,2026-05-18 13:16:18,Facturación,Telefónico,Baja,
T926550,C5538,2026-03-19 08:00:00,2026-03-20 22:01:02,Conexión lenta / intermitencia,Telefónico,Media,
T905226,C2497,2024-12-01 12:00:00,2024-12-06 16:40:02,Consulta comercial,WhatsApp,Baja,
T921184,C3597,2025-12-25 17:00:00,2025-12-26 07:07:50,WiFi / equipos,WhatsApp,Media,3.0
T908630,C2187,2025-02-23 09:00:00,2025-02-23 14:45:56,Corte programado,Telefónico,Alta,
T918230,C2024,2025-10-08 20:00:00,2025-10-09 00:22:31,Conexión lenta / intermitencia,WhatsApp,Alta,
T910354,C2460,2025-03-09 17:00:00,2025-03-11 17:11:12,Corte programado,Email,Media,3.0
T910463,C2872,2025-03-31 18:00:00,2025-04-01 06:56:04,Conexión lenta / intermitencia,Telefónico,Media,0.0
T918391,C2704,2025-10-06 19:00:00,2025-10-10 16:47:06,Cambio de plan,Portal web,Baja,2.0
T903209,C4530,2024-10-11 08:00:00,2024-10-16 06:13:34,Cambio de plan,Telefónico,Baja,2.0
T914116,C3899,2025-06-26 16:00:00,2025-06-28 01:05:01,Conexión lenta / intermitencia,Telefónico,Media,3.0
T910920,C4554,2025-03-03 09:00:00,2025-03-06 12:28:30,Corte programado,Sucursal,Media,2.0
T924308,C2358,2026-02-03 16:00:00,2026-02-04 03:24:33,Sin conexión,Telefónico,Alta,5.0
T917268,C2908,2025-09-30 12:00:00,2025-10-01 07:21:16,Conexión lenta / intermitencia,Telefónico,Baja,
T909007,C3104,2025-02-21 19:00:00,2025-02-22 17:21:45,Conexión lenta / intermitencia,WhatsApp,Alta,5.0
T915279,C4012,2025-07-20 11:00:00,2025-07-21 02:15:05,Sin conexión,Telefónico,Media,5.0
T928668,C4775,2026-05-31 19:00:00,2026-06-04 16:47:47,Facturación,Telefónico,Baja,
T919530,C2638,2025-11-29 20:00:00,2025-12-01 06:05:40,Consulta comercial,Portal web,Baja,3.0
T919746,C3626,2025-11-18 11:00:00,2025-11-19 08:24:21,WiFi / equipos,Telefónico,Media,4.0
T902974,C3566,2024-10-14 18:00:00,2024-10-16 12:32:22,Instalación,Sucursal,Baja,2.0
T918958,C5059,2025-10-11 14:00:00,2025-10-12 16:58:22,Conexión lenta / intermitencia,Sucursal,Media,
T919329,C1810,2025-11-15 20:00:00,2025-11-16 06:46:30,Conexión lenta / intermitencia,Portal web,Alta,
T909203,C3631,2025-02-13 19:00:00,2025-02-14 23:10:15,Consulta comercial,Sucursal,Media,2.0
T917234,C2755,2025-09-23 20:00:00,2025-09-26 17:16:32,Consulta comercial,Telefónico,Baja,
T922352,C1919,2026-01-14 18:00:00,2026-01-15 01:47:12,Conexión lenta / intermitencia,WhatsApp,Alta,
T928837,C5526,2026-05-01 15:00:00,2026-05-02 22:21:22,Facturación,Telefónico,Baja,4.0
T912679,C2524,2025-05-13 10:00:00,2025-05-13 16:53:53,WiFi / equipos,Email,Alta,
T919667,C3279,2025-11-11 11:00:00,2025-11-11 23:04:31,WiFi / equipos,Portal web,Media,4.0
T918562,C3402,2025-10-21 19:00:00,2025-10-23 01:51:46,Sin conexión,WhatsApp,Baja,
T926351,C4602,2026-03-23 08:00:00,2026-03-25 04:44:51,Sin conexión,Email,Baja,2.0
T907795,C4406,2025-01-23 10:00:00,2025-01-24 06:00:56,Conexión lenta / intermitencia,Portal web,Media,5.0
T903593,C1627,2024-11-06 14:00:00,2024-11-07 17:18:14,Sin conexión,WhatsApp,Media,3.0
T924126,C1814,2026-02-06 13:00:00,2026-02-13 15:41:48,Corte programado,WhatsApp,Baja,
T928342,C3216,2026-05-13 09:00:00,2026-05-13 14:59:05,Conexión lenta / intermitencia,Telefónico,Alta,5.0
T908022,C4998,2025-01-19 17:00:00,2025-01-20 20:32:32,Facturación,Telefónico,Baja,4.0
T907654,C4039,2025-01-08 17:00:00,2025-01-12 18:30:01,Facturación,Telefónico,Baja,1.0
T924102,C1754,2026-02-25 18:00:00,2026-02-27 05:32:08,Conexión lenta / intermitencia,WhatsApp,Media,3.0
T925387,C5569,2026-02-28 13:00:00,2026-03-02 11:04:36,Instalación,WhatsApp,Media,2.0
T922301,C1783,2026-01-26 18:00:00,2026-01-29 08:12:26,Sin conexión,Portal web,Media,4.0
T929083,C1410,2026-06-07 14:00:00,2026-06-08 16:26:45,Conexión lenta / intermitencia,WhatsApp,Media,4.0
T911128,C5303,2025-03-02 18:00:00,2025-03-03 11:49:26,WiFi / equipos,Portal web,Media,
T912196,C5139,2025-04-16 14:00:00,2025-04-16 20:12:31,Conexión lenta / intermitencia,WhatsApp,Alta,
T929699,C4380,2026-06-18 09:00:00,2026-06-19 14:53:05,Facturación,Telefónico,Media,
T927913,C1350,2026-05-27 09:00:00,2026-05-30 07:36:37,Consulta comercial,WhatsApp,Baja,3.0
T923493,C5111,2026-01-04 14:00:00,2026-01-05 02:22:12,WiFi / equipos,Telefónico,Media,4.0
T901732,C3188,2024-09-12 14:00:00,2024-09-12 23:58:32,Facturación,Telefónico,Alta,
T901442,C2145,2024-09-24 16:00:00,2024-09-24 18:09:26,Conexión lenta / intermitencia,WhatsApp,Alta,
T904204,C3775,2024-11-12 17:00:00,2024-11-13 13:47:32,Facturación,Sucursal,Media,4.0
T904187,C3691,2024-11-27 16:00:00,2024-11-28 10:45:25,Corte programado,Sucursal,Media,3.0
T915615,C5464,2025-07-03 14:00:00,2025-07-03 18:24:19,Conexión lenta / intermitencia,Sucursal,Alta,5.0
T912239,C5317,2025-04-01 08:00:00,2025-04-02 18:05:47,WiFi / equipos,Telefónico,Baja,4.0
T912100,C4701,2025-04-26 12:00:00,2025-04-29 02:42:43,Conexión lenta / intermitencia,WhatsApp,Baja,
T920525,C1677,2025-12-03 13:00:00,2025-12-04 00:43:44,Sin conexión,Telefónico,Alta,4.0
T914150,C4011,2025-06-25 19:00:00,2025-06-26 06:18:41,Conexión lenta / intermitencia,Telefónico,Media,3.0
T919796,C3832,2025-11-12 17:00:00,2025-11-14 11:12:50,Instalación,Telefónico,Baja,4.0
T925195,C4958,2026-02-16 13:00:00,2026-02-17 12:14:34,Conexión lenta / intermitencia,Sucursal,Media,5.0
T916589,C4915,2025-08-06 09:00:00,2025-08-08 03:55:59,Cambio de plan,WhatsApp,Media,3.0
T904385,C4534,2024-11-18 13:00:00,2024-11-18 14:54:48,Conexión lenta / intermitencia,WhatsApp,Alta,
T909708,C4856,2025-02-06 19:00:00,2025-02-07 09:06:02,Cambio de plan,WhatsApp,Media,4.0
T908501,C1846,2025-02-25 11:00:00,2025-02-25 22:30:35,Consulta comercial,Sucursal,Media,5.0
T906291,C5065,2024-12-27 13:00:00,2024-12-29 21:47:10,Facturación,Sucursal,Baja,3.0
T929777,C4748,2026-06-16 09:00:00,2026-06-16 11:55:30,Conexión lenta / intermitencia,Telefónico,Alta,
T918879,C4694,2025-10-25 10:00:00,2025-10-27 06:34:50,WiFi / equipos,Telefónico,Media,
T930006,C5793,2026-06-24 12:00:00,2026-06-25 18:59:21,Conexión lenta / intermitencia,WhatsApp,Media,
T908356,C1446,2025-02-05 19:00:00,2025-02-09 02:34:40,Corte programado,WhatsApp,Baja,
T904971,C1904,2024-12-02 14:00:00,2024-12-03 03:53:41,Conexión lenta / intermitencia,Telefónico,Media,5.0
T903929,C2821,2024-11-10 08:00:00,2024-11-10 20:39:16,Sin conexión,Telefónico,Alta,
T908014,C4975,2025-01-05 13:00:00,2025-01-06 00:33:47,Conexión lenta / intermitencia,WhatsApp,Alta,
T922429,C2129,2026-01-10 14:00:00,2026-01-12 07:52:19,Conexión lenta / intermitencia,Portal web,Media,3.0
T931151,C5855,2026-07-20 14:00:00,2026-07-21 18:52:03,WiFi / equipos,Telefónico,Media,3.0
T907568,C3823,2025-01-30 19:00:00,2025-02-02 15:32:32,Conexión lenta / intermitencia,Sucursal,Baja,2.0
T926393,C4807,2026-03-30 10:00:00,2026-03-31 12:31:16,Cambio de plan,WhatsApp,Baja,4.0
T921407,C4235,2025-12-16 09:00:00,2025-12-20 11:57:14,Sin conexión,Sucursal,Baja,
T903426,C1055,2024-11-10 09:00:00,2024-11-10 20:29:24,Consulta comercial,Email,Media,
T910958,C4692,2025-03-10 16:00:00,2025-03-11 14:13:33,Cambio de plan,Telefónico,Media,
T906329,C5162,2024-12-29 10:00:00,2024-12-30 03:25:13,Facturación,Telefónico,Media,4.0
T903711,C2064,2024-11-02 13:00:00,2024-11-03 11:15:44,Conexión lenta / intermitencia,Portal web,Media,5.0
T909049,C3205,2025-02-19 10:00:00,2025-02-19 15:38:31,Sin conexión,WhatsApp,Alta,5.0
T905599,C3384,2024-12-24 19:00:00,2024-12-28 08:09:22,WiFi / equipos,Telefónico,Baja,1.0
T910905,C4500,2025-03-03 12:00:00,2025-03-04 23:14:27,Conexión lenta / intermitencia,WhatsApp,Baja,
T915651,C5585,2025-07-21 08:00:00,2025-07-21 11:45:00,Facturación,Telefónico,Alta,5.0
T916927,C1552,2025-09-19 09:00:00,2025-09-20 14:22:16,Conexión lenta / intermitencia,WhatsApp,Media,
T909148,C3487,2025-02-10 17:00:00,2025-02-12 12:26:29,Corte programado,Portal web,Media,
T928686,C4858,2026-05-21 15:00:00,2026-05-22 01:21:19,Facturación,Telefónico,Media,
T908052,C5077,2025-01-15 20:00:00,2025-01-17 18:51:38,WiFi / equipos,Sucursal,Baja,
T926287,C4310,2026-03-26 16:00:00,2026-03-27 17:19:10,Sin conexión,Telefónico,Media,4.0
T908325,C1354,2025-02-13 14:00:00,2025-02-18 22:21:58,Consulta comercial,Telefónico,Baja,1.0
T911419,C1886,2025-04-25 08:00:00,2025-04-27 06:42:49,Facturación,WhatsApp,Baja,
T929056,C1292,2026-06-11 17:00:00,2026-06-12 05:57:53,Facturación,Telefónico,Media,4.0
T926467,C5133,2026-03-23 15:00:00,2026-03-23 21:33:51,Consulta comercial,Telefónico,Alta,
T901428,C2065,2024-09-07 17:00:00,2024-09-10 03:23:09,Facturación,Telefónico,Baja,
T929432,C3089,2026-06-04 17:00:00,2026-06-05 05:05:03,Conexión lenta / intermitencia,Telefónico,Alta,5.0
T911052,C5050,2025-03-25 15:00:00,2025-03-26 01:31:34,Sin conexión,Sucursal,Media,
T900997,C4654,2024-08-18 15:00:00,2024-08-20 17:04:19,WiFi / equipos,Sucursal,Media,
T915885,C1913,2025-08-27 17:00:00,2025-08-28 07:08:58,Facturación,Telefónico,Media,5.0
T921562,C4700,2025-12-30 17:00:00,2026-01-01 04:39:36,WiFi / equipos,Sucursal,Media,3.0
T919016,C5250,2025-10-20 14:00:00,2025-10-22 19:40:31,Consulta comercial,WhatsApp,Baja,3.0
T900500,C2752,2024-08-20 10:00:00,2024-08-21 04:41:10,Conexión lenta / intermitencia,Portal web,Media,
T926762,C1273,2026-04-02 18:00:00,2026-04-03 06:42:17,Instalación,Telefónico,Media,3.0
T928321,C3135,2026-05-21 20:00:00,2026-05-23 14:15:48,Sin conexión,Telefónico,Baja,2.0
T917958,C5753,2025-09-05 16:00:00,2025-09-08 10:56:10,Facturación,WhatsApp,Baja,
T911457,C2025,2025-04-03 08:00:00,2025-04-03 20:14:49,Instalación,Sucursal,Media,
T930071,C6052,2026-06-04 19:00:00,2026-06-05 23:40:41,Consulta comercial,WhatsApp,Media,
T919775,C3741,2025-11-16 17:00:00,2025-11-17 20:33:56,Conexión lenta / intermitencia,Sucursal,Baja,4.0
T904503,C4972,2024-11-13 15:00:00,2024-11-15 19:12:03,Corte programado,Portal web,Baja,4.0
T900429,C2483,2024-08-04 09:00:00,2024-08-05 14:56:25,Conexión lenta / intermitencia,Sucursal,Media,4.0
T913251,C5040,2025-05-09 20:00:00,2025-05-11 04:05:53,Facturación,Telefónico,Baja,3.0
T905187,C2427,2024-12-24 18:00:00,2024-12-25 02:54:57,Conexión lenta / intermitencia,Sucursal,Alta,2.0
T901724,C3169,2024-09-22 19:00:00,2024-09-25 10:51:11,Instalación,Sucursal,Baja,
T908152,C5326,2025-01-02 20:00:00,2025-01-06 23:39:34,Conexión lenta / intermitencia,Sucursal,Media,1.0
T903051,C3938,2024-10-11 19:00:00,2024-10-13 08:40:26,Cambio de plan,Telefónico,Baja,4.0
T928663,C4757,2026-05-29 10:00:00,2026-05-30 19:24:11,Conexión lenta / intermitencia,Portal web,Media,4.0
T910780,C4054,2025-03-15 18:00:00,2025-03-16 00:25:58,Conexión lenta / intermitencia,Telefónico,Alta,4.0
T918267,C2205,2025-10-09 20:00:00,2025-10-11 12:08:48,Facturación,WhatsApp,Baja,
T920569,C1815,2025-12-16 12:00:00,2025-12-17 12:48:07,Conexión lenta / intermitencia,Telefónico,Media,4.0
T928383,C3386,2026-05-25 13:00:00,2026-05-26 12:17:23,Cambio de plan,WhatsApp,Media,
T924538,C2964,2026-02-25 13:00:00,2026-02-26 14:47:37,Conexión lenta / intermitencia,Telefónico,Media,
T908158,C5336,2025-01-21 19:00:00,2025-01-22 05:16:13,WiFi / equipos,Portal web,Alta,4.0
T928476,C3834,2026-05-30 11:00:00,2026-05-31 02:17:15,Sin conexión,Sucursal,Media,
T931125,C5757,2026-07-18 18:00:00,2026-07-19 12:54:06,Consulta comercial,Portal web,Baja,5.0
T922072,C1178,2026-01-17 15:00:00,2026-01-19 19:11:17,Conexión lenta / intermitencia,Telefónico,Media,
T913085,C4259,2025-05-11 15:00:00,2025-05-12 06:27:03,Sin conexión,WhatsApp,Media,
T903264,C4730,2024-10-27 20:00:00,2024-10-28 01:31:50,Conexión lenta / intermitencia,WhatsApp,Alta,
T928965,C6035,2026-05-21 20:00:00,2026-05-23 08:27:58,Corte programado,Telefónico,Baja,3.0
T928462,C3780,2026-05-04 20:00:00,2026-05-07 00:32:36,Consulta comercial,WhatsApp,Baja,4.0
T906490,C1166,2025-01-20 12:00:00,2025-01-21 01:56:00,Facturación,Sucursal,Media,5.0
T915428,C4618,2025-07-08 10:00:00,2025-07-08 14:46:39,Sin conexión,Telefónico,Alta,
T904420,C4645,2024-11-02 19:00:00,2024-11-03 08:16:35,WiFi / equipos,WhatsApp,Baja,
T903848,C2517,2024-11-03 14:00:00,2024-11-04 21:06:01,Corte programado,WhatsApp,Media,3.0
T917527,C3816,2025-09-24 19:00:00,2025-09-26 08:12:32,Conexión lenta / intermitencia,Telefónico,Media,4.0
T922446,C2193,2026-01-09 13:00:00,2026-01-11 00:03:53,Instalación,Telefónico,Media,
T909481,C4278,2025-02-27 13:00:00,2025-02-28 08:08:31,Facturación,WhatsApp,Media,4.0
T904144,C3479,2024-11-26 09:00:00,2024-11-26 15:00:25,Conexión lenta / intermitencia,Telefónico,Alta,
T924769,C3642,2026-02-25 19:00:00,2026-02-26 18:38:34,Consulta comercial,WhatsApp,Baja,5.0
T915116,C3264,2025-07-19 17:00:00,2025-07-22 23:08:42,Consulta comercial,WhatsApp,Media,
T916566,C4794,2025-08-06 16:00:00,2025-08-07 19:45:52,Consulta comercial,Email,Media,
T905220,C2481,2024-12-28 19:00:00,2024-12-29 21:52:22,Consulta comercial,Telefónico,Baja,4.0
T911437,C1955,2025-04-01 15:00:00,2025-04-02 02:53:56,Facturación,WhatsApp,Media,
T906149,C4738,2024-12-01 10:00:00,2024-12-03 10:29:11,Instalación,Telefónico,Media,1.0
T909253,C3788,2025-02-13 10:00:00,2025-02-13 20:46:13,Facturación,Telefónico,Alta,
T908365,C1471,2025-02-15 19:00:00,2025-02-17 16:19:30,Consulta comercial,WhatsApp,Media,3.0
T912303,C1008,2025-05-22 09:00:00,2025-05-25 13:30:10,Cambio de plan,Telefónico,Baja,2.0
T905041,C2079,2024-12-01 12:00:00,2024-12-02 06:35:51,Conexión lenta / intermitencia,Telefónico,Media,5.0
T914946,C2612,2025-07-22 17:00:00,2025-07-25 15:54:49,Facturación,WhatsApp,Baja,
T906647,C1535,2025-01-29 09:00:00,2025-01-31 17:00:51,Conexión lenta / intermitencia,WhatsApp,Media,
T918872,C4654,2025-10-17 15:00:00,2025-10-18 13:24:24,Conexión lenta / intermitencia,Telefónico,Media,
